QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	34.974194	-117.862953	700.000000	1
1	0	0	183	10.000000	1000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
2	0	0	179	0.000000	0.000000	0.000000	0.000000	34.965277	-117.860092	687.000000	1
3	0	0	83	24384.000000	20.000000	30.000000	0.000000	0.000000	0.000000	0.000000	1
4	0	0	183	10.000000	2000.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
5	0	0	178	0.000000	23.200001	0.000000	0.000000	0.000000	0.000000	0.000000	1
6	0	0	31010	15.000000	-60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
7	0	0	16	0.000000	0.000000	0.000000	0.000000	34.966229	-117.828753	0.000000	1
8	0	0	16	0.000000	0.000000	0.000000	0.000000	34.965277	-117.860092	0.000000	1
9	0	0	16	0.000000	0.000000	0.000000	0.000000	34.965277	-117.860092	0.000000	1
10	0	0	31	0.000000	230.000000	0.000000	0.000000	34.965277	-117.860092	914.000000	1
11	0	0	178	0.000000	18.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
12	0	0	31	0.000000	230.000000	0.000000	0.000000	34.965277	-117.860092	822.000000	1
13	0	0	208	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
